,ts,y,origin
664,1971-10-27,-12.29442337742521,RW
665,1971-10-28,-14.423459693525459,RW
666,1971-10-29,-14.657156244395996,RW
667,1971-10-30,-14.130029023840503,RW
668,1971-10-31,-14.791899563325124,RW
669,1971-11-01,-12.838218309916728,RW
670,1971-11-02,-14.100738579347265,RW
671,1971-11-03,-12.945968148525115,RW
672,1971-11-04,-12.081318631911694,RW
673,1971-11-05,-11.121930063224662,RW
674,1971-11-06,-10.876300717418008,RW
675,1971-11-07,-10.453518918149943,RW
676,1971-11-08,-9.801426091142908,RW
677,1971-11-09,-8.39245529924585,RW
678,1971-11-10,-9.16927828791498,RW
679,1971-11-11,-8.85282023975422,RW
680,1971-11-12,-8.759442169979408,RW
681,1971-11-13,-8.708452545366969,RW
682,1971-11-14,-8.225145642856432,RW
683,1971-11-15,-9.001379205260438,RW
684,1971-11-16,-9.299019903570137,RW
685,1971-11-17,-7.8585958721205,RW
686,1971-11-18,-9.143567624773024,RW
687,1971-11-19,-8.825121272363694,RW
688,1971-11-20,-7.779981368111698,RW
689,1971-11-21,-6.518287753624183,RW
690,1971-11-22,-5.847583243637602,RW
691,1971-11-23,-6.595500049996767,RW
692,1971-11-24,-5.830985369718401,RW
693,1971-11-25,-5.62820439899464,RW
694,1971-11-26,-6.129224864230274,RW
695,1971-11-27,-4.056128024554926,RW
696,1971-11-28,-3.2776607780434204,RW
697,1971-11-29,-2.740003721890531,RW
698,1971-11-30,-2.337751902739421,RW
699,1971-12-01,-2.1306334584916695,RW
700,1971-12-02,-1.9045585541828138,RW
701,1971-12-03,-3.068019476275734,RW
702,1971-12-04,-4.2042632293100795,RW
703,1971-12-05,-5.368218134105497,RW
704,1971-12-06,-6.204830716860551,RW
705,1971-12-07,-7.553766910099879,RW
706,1971-12-08,-8.588897591364649,RW
707,1971-12-09,-9.049223703038457,RW
708,1971-12-10,-9.563332622588264,RW
709,1971-12-11,-9.99167439849349,RW
710,1971-12-12,-8.021357265091616,RW
711,1971-12-13,-8.502785216815237,RW
712,1971-12-14,-7.586239836654064,RW
713,1971-12-15,-7.456718012552931,RW
714,1971-12-16,-7.401669944523857,RW
715,1971-12-17,-7.044924304309693,RW
716,1971-12-18,-5.527395858888247,RW
717,1971-12-19,-5.365003579637711,RW
718,1971-12-20,-4.384776122201627,RW
719,1971-12-21,-4.405520708041478,RW
720,1971-12-22,-4.8458739722427,RW
721,1971-12-23,-6.955644766195341,RW
722,1971-12-24,-8.427935232530821,RW
723,1971-12-25,-8.468885136616107,RW
724,1971-12-26,-9.55864530950476,RW
725,1971-12-27,-10.259344517521017,RW
726,1971-12-28,-9.721188670593897,RW
727,1971-12-29,-9.928124566184255,RW
728,1971-12-30,-10.531473277173228,RW
729,1971-12-31,-11.656782720179871,RW
730,1972-01-01,-11.43097827075539,RW
731,1972-01-02,-9.953440582195968,RW
732,1972-01-03,-11.151602678790402,RW
733,1972-01-04,-11.021258808475991,RW
734,1972-01-05,-12.300411286419509,RW
735,1972-01-06,-13.328630105234698,RW
736,1972-01-07,-12.784244529440992,RW
737,1972-01-08,-13.783745010092256,RW
738,1972-01-09,-13.304936469554146,RW
739,1972-01-10,-12.916773266035241,RW
740,1972-01-11,-12.221971137949442,RW
741,1972-01-12,-11.467486771617775,RW
742,1972-01-13,-10.80040189482154,RW
743,1972-01-14,-8.510836565095179,RW
744,1972-01-15,-9.203690431716126,RW
745,1972-01-16,-9.21411293397395,RW
746,1972-01-17,-10.026603305238037,RW
747,1972-01-18,-9.892301848836992,RW
748,1972-01-19,-11.292630575327776,RW
749,1972-01-20,-11.627790764538403,RW
750,1972-01-21,-11.738128718425932,RW
751,1972-01-22,-11.98230285477328,RW
752,1972-01-23,-11.769408667578652,RW
753,1972-01-24,-12.972616361555765,RW
754,1972-01-25,-12.494274911873832,RW
755,1972-01-26,-13.605370553525898,RW
756,1972-01-27,-13.371775230876521,RW
757,1972-01-28,-12.603520740475208,RW
758,1972-01-29,-12.755832069134195,RW
759,1972-01-30,-12.441253004407914,RW
760,1972-01-31,-13.4618857964717,RW
761,1972-02-01,-14.345046779152591,RW
762,1972-02-02,-13.78917713144487,RW
763,1972-02-03,-14.534907474936016,RW
764,1972-02-04,-14.82936800707682,RW
765,1972-02-05,-15.279819919934255,RW
766,1972-02-06,-15.341540307772654,RW
767,1972-02-07,-18.103529390552378,RW
768,1972-02-08,-19.842127539503053,RW
769,1972-02-09,-20.50222559058615,RW
770,1972-02-10,-21.48215506341073,RW
771,1972-02-11,-21.74823224197189,RW
772,1972-02-12,-21.692783580981175,RW
773,1972-02-13,-23.511924859625044,RW
774,1972-02-14,-21.95769758875043,RW
775,1972-02-15,-21.537554299150298,RW
776,1972-02-16,-21.397354439365948,RW
777,1972-02-17,-22.23006477100516,RW
778,1972-02-18,-23.907223171460352,RW
779,1972-02-19,-22.54100173909929,RW
780,1972-02-20,-23.571434423357978,RW
781,1972-02-21,-25.96120483254611,RW
782,1972-02-22,-26.18227392518823,RW
783,1972-02-23,-27.77364417058034,RW
784,1972-02-24,-29.539281018416055,RW
785,1972-02-25,-27.922966001563015,RW
786,1972-02-26,-27.669204429700066,RW
787,1972-02-27,-28.243530032605346,RW
788,1972-02-28,-26.559981528736742,RW
789,1972-02-29,-25.62848164935125,RW
790,1972-03-01,-25.12053874639625,RW
791,1972-03-02,-25.356062083036726,RW
792,1972-03-03,-25.8932807270013,RW
793,1972-03-04,-25.85374322114109,RW
794,1972-03-05,-25.2241308843345,RW
795,1972-03-06,-24.4076196662032,RW
796,1972-03-07,-25.66576050906115,RW
797,1972-03-08,-26.037962726873808,RW
798,1972-03-09,-25.393183148539133,RW
799,1972-03-10,-24.39752360138769,RW
800,1972-03-11,-25.80701736127769,RW
801,1972-03-12,-25.541602347193248,RW
802,1972-03-13,-25.02079368884578,RW
803,1972-03-14,-24.68312095541193,RW
804,1972-03-15,-23.19222676107041,RW
805,1972-03-16,-22.74960057562388,RW
806,1972-03-17,-22.658501714827548,RW
807,1972-03-18,-22.737182460375337,RW
808,1972-03-19,-22.93419952857682,RW
809,1972-03-20,-21.69903440517413,RW
810,1972-03-21,-20.66991444752327,RW
811,1972-03-22,-18.79140582188031,RW
812,1972-03-23,-19.302481494183418,RW
813,1972-03-24,-18.720991466743946,RW
814,1972-03-25,-19.068606793007053,RW
815,1972-03-26,-20.653286836122586,RW
816,1972-03-27,-20.441259542604453,RW
817,1972-03-28,-21.422004977924182,RW
818,1972-03-29,-21.27498277811658,RW
819,1972-03-30,-21.453717531760155,RW
820,1972-03-31,-19.95531504360955,RW
821,1972-04-01,-19.319118263596145,RW
822,1972-04-02,-20.297681392868174,RW
823,1972-04-03,-19.814789810471634,RW
824,1972-04-04,-19.703073263464223,RW
825,1972-04-05,-20.304207658912386,RW
826,1972-04-06,-19.165257656473532,RW
827,1972-04-07,-19.369748647990306,RW
828,1972-04-08,-19.887314584436808,RW
829,1972-04-09,-17.981381274829246,RW
830,1972-04-10,-17.446713006847705,RW
831,1972-04-11,-18.600095254842255,RW
832,1972-04-12,-20.765365090173823,RW
833,1972-04-13,-20.821031209105417,RW
834,1972-04-14,-22.44871297419245,RW
835,1972-04-15,-21.770618678738025,RW
836,1972-04-16,-23.639723970049772,RW
837,1972-04-17,-23.149121744105734,RW
838,1972-04-18,-24.719533658803044,RW
839,1972-04-19,-24.644526243019904,RW
840,1972-04-20,-23.97789324882558,RW
841,1972-04-21,-23.338953764983135,RW
842,1972-04-22,-22.60302908165278,RW
843,1972-04-23,-23.22234192097338,RW
844,1972-04-24,-23.14338937250475,RW
845,1972-04-25,-22.947429356814833,RW
846,1972-04-26,-21.92756830679068,RW
847,1972-04-27,-22.455562446094604,RW
848,1972-04-28,-21.187376076451184,RW
849,1972-04-29,-21.769532076975448,RW
850,1972-04-30,-19.47391215846606,RW
851,1972-05-01,-19.055521945477597,RW
852,1972-05-02,-17.808524557852795,RW
853,1972-05-03,-18.403954947101276,RW
854,1972-05-04,-18.99358543746231,RW
855,1972-05-05,-19.62495062474346,RW
856,1972-05-06,-19.931306987587476,RW
857,1972-05-07,-19.114964492105205,RW
858,1972-05-08,-18.878771844829195,RW
859,1972-05-09,-19.500391992714285,RW
860,1972-05-10,-18.862800741814787,RW
861,1972-05-11,-19.34581584610678,RW
862,1972-05-12,-19.82093469527724,RW
863,1972-05-13,-19.816114431137088,RW
864,1972-05-14,-20.983496652959477,RW
865,1972-05-15,-22.279805385519534,RW
866,1972-05-16,-20.905793609503696,RW
867,1972-05-17,-20.386122139822522,RW
868,1972-05-18,-20.61351904478485,RW
869,1972-05-19,-20.06945094381297,RW
870,1972-05-20,-19.398082856231696,RW
871,1972-05-21,-19.33351950668107,RW
872,1972-05-22,-18.24595852206614,RW
873,1972-05-23,-20.280998950103545,RW
874,1972-05-24,-21.68930240688834,RW
875,1972-05-25,-20.85202291894649,RW
876,1972-05-26,-20.28866803063403,RW
877,1972-05-27,-21.79664252311094,RW
878,1972-05-28,-21.273369824791843,RW
879,1972-05-29,-21.79089928426183,RW
880,1972-05-30,-22.89569658474,RW
881,1972-05-31,-21.591985545716838,RW
882,1972-06-01,-22.151336451514616,RW
883,1972-06-02,-22.35442396209339,RW
884,1972-06-03,-21.216210238867266,RW
885,1972-06-04,-21.588127116426648,RW
886,1972-06-05,-21.606120582880205,RW
887,1972-06-06,-21.77379752115702,RW
888,1972-06-07,-23.228481731555785,RW
889,1972-06-08,-22.03949279953682,RW
890,1972-06-09,-21.65165539864256,RW
891,1972-06-10,-20.59982044861672,RW
892,1972-06-11,-21.060228964120217,RW
893,1972-06-12,-21.390045081692783,RW
894,1972-06-13,-21.91325671108667,RW
895,1972-06-14,-21.198564871974654,RW
896,1972-06-15,-19.782079054989296,RW
897,1972-06-16,-19.19615159468739,RW
898,1972-06-17,-17.626046862783152,RW
899,1972-06-18,-16.26954323767718,RW
900,1972-06-19,-17.003444259529186,RW
901,1972-06-20,-19.0197421870937,RW
902,1972-06-21,-19.948232710961605,RW
903,1972-06-22,-20.120402920075648,RW
904,1972-06-23,-19.827185276919927,RW
905,1972-06-24,-20.392932427066626,RW
906,1972-06-25,-19.957677427616908,RW
907,1972-06-26,-20.228927490657586,RW
908,1972-06-27,-19.437875943033795,RW
909,1972-06-28,-18.802182541649188,RW
910,1972-06-29,-17.60031881792131,RW
911,1972-06-30,-19.49240656157334,RW
912,1972-07-01,-21.382910513678844,RW
913,1972-07-02,-21.68177408638863,RW
914,1972-07-03,-20.2906019766791,RW
915,1972-07-04,-19.465914336456553,RW
916,1972-07-05,-18.90033260473947,RW
917,1972-07-06,-18.791772124016784,RW
918,1972-07-07,-17.808515061053807,RW
919,1972-07-08,-20.3420328229042,RW
920,1972-07-09,-20.279008814219956,RW
921,1972-07-10,-21.216459368163967,RW
922,1972-07-11,-22.368801128917823,RW
923,1972-07-12,-22.230800203942497,RW
924,1972-07-13,-21.563686662473117,RW
925,1972-07-14,-21.81194958410273,RW
926,1972-07-15,-20.877518830299376,RW
927,1972-07-16,-18.256856980404226,RW
928,1972-07-17,-16.628522857558877,RW
929,1972-07-18,-16.09897116215424,RW
930,1972-07-19,-17.47052791486211,RW
931,1972-07-20,-17.211657286761522,RW
932,1972-07-21,-17.779354855140724,RW
933,1972-07-22,-17.54956684943184,RW
934,1972-07-23,-18.54381078663471,RW
935,1972-07-24,-19.26791052066278,RW
936,1972-07-25,-18.627297492948795,RW
937,1972-07-26,-18.617194482026335,RW
938,1972-07-27,-20.22922864409332,RW
939,1972-07-28,-20.60370537991034,RW
940,1972-07-29,-21.25043502715817,RW
941,1972-07-30,-22.10861020347725,RW
942,1972-07-31,-21.85654263349469,RW
943,1972-08-01,-21.237500784303656,RW
944,1972-08-02,-20.118989549606802,RW
945,1972-08-03,-19.48081561230241,RW
946,1972-08-04,-21.07663904316683,RW
947,1972-08-05,-21.749015254870567,RW
948,1972-08-06,-20.960424055764104,RW
949,1972-08-07,-21.42721634651373,RW
950,1972-08-08,-21.52060847009858,RW
951,1972-08-09,-22.3675754690681,RW
952,1972-08-10,-22.773457567624003,RW
953,1972-08-11,-23.40361689892368,RW
954,1972-08-12,-23.985944151218504,RW
955,1972-08-13,-23.13027988397879,RW
956,1972-08-14,-24.275658666674214,RW
957,1972-08-15,-22.793140524395135,RW
958,1972-08-16,-21.776797852793226,RW
959,1972-08-17,-23.21789639789,RW
960,1972-08-18,-23.847844938260558,RW
961,1972-08-19,-23.461542644179893,RW
962,1972-08-20,-24.342106136686763,RW
963,1972-08-21,-24.500104718402337,RW
964,1972-08-22,-26.009258453719873,RW
965,1972-08-23,-26.097602865092625,RW
966,1972-08-24,-26.698514078686806,RW
967,1972-08-25,-26.60942654761801,RW
968,1972-08-26,-27.53427467432423,RW
969,1972-08-27,-29.168793485274396,RW
970,1972-08-28,-29.849558668007585,RW
971,1972-08-29,-28.001991163657966,RW
972,1972-08-30,-28.272528358244006,RW
973,1972-08-31,-28.66394759607563,RW
974,1972-09-01,-28.67813955513152,RW
975,1972-09-02,-28.076719027537994,RW
976,1972-09-03,-28.037789523873837,RW
977,1972-09-04,-27.25567030735581,RW
978,1972-09-05,-26.697171986607202,RW
979,1972-09-06,-27.83677769476281,RW
980,1972-09-07,-28.054742092882613,RW
981,1972-09-08,-28.93729805234169,RW
982,1972-09-09,-29.714219152098977,RW
983,1972-09-10,-29.900697823046276,RW
984,1972-09-11,-29.104208534880282,RW
985,1972-09-12,-29.496673616229586,RW
986,1972-09-13,-29.030007903227844,RW
987,1972-09-14,-27.3985722331779,RW
988,1972-09-15,-27.361777068632488,RW
989,1972-09-16,-28.273524064598586,RW
990,1972-09-17,-26.98286265505636,RW
991,1972-09-18,-27.69255743039108,RW
992,1972-09-19,-27.83293112546601,RW
993,1972-09-20,-26.148724014238514,RW
994,1972-09-21,-26.828869370427785,RW
995,1972-09-22,-26.917540323883447,RW
996,1972-09-23,-27.018507859468272,RW
997,1972-09-24,-25.907493788376875,RW
998,1972-09-25,-25.16828575844298,RW
999,1972-09-26,-25.011120705492797,RW
1000,1972-09-27,-24.975312829883226,RW
